"yPos","xPos","race","lat","lon"
1204,1146,"Black",38.8787844976053,-76.9764962334682
676,1149,"Black",38.93015,-76.97618
553,935,"Black",38.94214,-77.00294
319,673,"Black",38.96495,-77.03576
762,706,"Black",38.9217974796023,-77.0315768240554
1308,1388,"Black",38.86873,-76.94621
1351,1095,"Black",38.86453,-76.98294
480,815,"Black",38.94931,-77.01796
531,710,"Black",38.9443,-77.03111
354,941,"Black",38.9615,-77.00211
1677,924,"Black",38.83285,-77.00425
1110,1339,"Black",38.88798,-76.95231
959,1170,"Black",38.90271,-76.97349
936,1051,"Black",38.90487,-76.98838
423,752,"Black",38.95485,-77.02587
1203,1516,"Black",38.87892,-76.93022
741,1111,"Black",38.92383,-76.98093
1265,826,"Black",38.87284,-77.01656
1440,1025,"Black",38.85584,-76.99162
1455,1226,"Black",38.85437,-76.96646
668,806,"Black",38.93098,-77.0191
858,1417,"Black",38.91249,-76.94253
1539,915,"Black",38.84622,-77.00539
585,628,"Black",38.93904,-77.04136
1644,900,"Black",38.83605,-77.00725
1137,1371,"Black",38.88536,-76.94835
858,1467,"Black",38.91252,-76.93628
1006,1402,"Black",38.89811,-76.94446
1209,1027,"Black",38.87839,-76.99136
803,762,"Black",38.91788,-77.02456
316,769,"Black",38.96518,-77.02376
1296,1374,"Black",38.86988,-76.94791
1317,1161,"Black",38.86786,-76.97463
1557,1137,"Black",38.84446,-76.97767
791,806,"Black",38.91901,-77.01906
516,751,"Black",38.94576,-77.02595
1080,1396,"Black",38.89088,-76.94523
423,1036,"Black",38.95483,-76.99029
380,821,"Black",38.95904,-77.01724
1083,1455,"Black",38.89063,-76.93774
907,1051,"Black",38.90773,-76.98837
1396,1160,"Black",38.8601534029973,-76.9747118222786
1581,962,"Black",38.84215,-76.99957
335,692,"Black",38.96332,-77.03337
370,968,"Black",38.95994,-76.99883
1160,1282,"Black",38.88309,-76.95949
861,781,"Black",38.91221,-77.02218
1391,1047,"Black",38.86067,-76.98888
934,1357,"Black",38.90505,-76.95002
1750,860,"Black",38.82566,-77.01228
1141,1336,"Black",38.88496,-76.9527
1393,1079,"Black",38.86047,-76.98494
910,1343,"Black",38.90738,-76.95183
1762,946,"Black",38.82452,-77.00152
723,1255,"Black",38.92563,-76.96282
1512,1160,"Black",38.84885,-76.97472
768,1276,"Black",38.92125,-76.96025
1494,1204,"Black",38.8506,-76.96927
996,1445,"Black",38.89903,-76.93901
931,1128,"Black",38.90538,-76.97869
331,796,"Black",38.96378,-77.02029
739,636,"Black",38.9241,-77.04034
1171,1270,"Black",38.88199,-76.96095
1309,1375,"Black",38.86865,-76.94784
446,843,"Black",38.95255,-77.01446
480,636,"Black",38.9492532174876,-77.0403574990852
1320,1147,"Black",38.86751,-76.97633
1307,1405,"Black",38.86878,-76.94406
1030,1106,"Black",38.89578,-76.98153
1136,1108,"Black",38.8854,-76.98121
1254,872,"Black",38.87393,-77.01079
765,870,"Black",38.92155,-77.01106
1775,892,"Black",38.82331,-77.00831
1358,1167,"Black",38.86383,-76.97382
534,839,"Black",38.94404,-77.01499
1384,1081,"Black",38.86134,-76.98462
769,908,"Black",38.92113,-77.00632
801,919,"Black",38.91804,-77.00488
899,1451,"Black",38.90846,-76.93831
566,1136,"Black",38.94087,-76.97777
415,968,"Black",38.95561,-76.99878
1434,1195,"Black",38.85643,-76.97033
144,708,"Black",38.98198,-77.03135
1103,1463,"Black",38.8887,-76.93683
431,1047,"Black",38.95404,-76.98886
1109,1532,"Black",38.88807,-76.92813
951,1019,"Black",38.90344,-76.99241
277,698,"Black",38.96897,-77.0326
750,1074,"Black",38.92297,-76.98547
1204,1518,"Black",38.8787843526551,-76.9299281577727
1183,1421,"Black",38.88084,-76.94208
1522,1162,"Black",38.84785,-76.97445
975,1468,"Black",38.90113,-76.93618
737,991,"Black",38.9243,-76.99595
662,1138,"Black",38.93156,-76.97753
1716,1005,"Black",38.8289914029336,-76.9941809528874
1583,923,"Black",38.8419526187193,-77.0044761748703
1526,1137,"Black",38.84746,-76.97762
1539,1135,"Black",38.84622,-76.97789
551,902,"Black",38.9424,-77.00704
963,1139,"Black",38.90224,-76.97741
1213,791,"Black",38.87799,-77.02097
1508,1097,"Black",38.84921,-76.98265
1419,970,"Black",38.85792,-76.99852
1110,1026,"Black",38.88793,-76.99158
1074,1472,"Black",38.89143,-76.9357
781,1058,"Black",38.91996,-76.98752
414,960,"Black",38.95568,-76.99977
1716,896,"Black",38.829,-77.00779
1350,1113,"Black",38.86459,-76.98062
335,671,"Black",38.96334,-77.03598
1427,1176,"Black",38.85717,-76.97279
1178,1041,"Black",38.88137,-76.9897
1145,1257,"Black",38.88456,-76.96257
1592,1142,"Black",38.84107,-76.97702
361,941,"Black",38.96089,-77.00219
1311,1065,"Black",38.86837,-76.98668
957,1068,"Black",38.9029026263419,-76.9862036712741
484,366,"Black",38.9489035937838,-77.0741716536075
913,1499,"Black",38.90714,-76.93234
539,895,"Black",38.94349,-77.00799
1759,931,"Black",38.82487,-77.00343
1380,1299,"Black",38.861727889826,-76.9573893854188
939,1095,"Black",38.90462,-76.98284
422,765,"Black",38.9549385354794,-77.0241905656992
1091,1461,"Black",38.88983,-76.93703
1503,1164,"Black",38.84973,-76.97426
1060,1335,"Black",38.8928,-76.95284
978,1078,"Black",38.90081,-76.985
1126,1564,"Black",38.88645,-76.92419
464,774,"Black",38.95083,-77.02308
1738,922,"Black",38.82689,-77.0045
987,1445,"Black",38.89993,-76.93907
857,777,"Black",38.91255,-77.02268
1274,851,"Black",38.87205,-77.0134
911,1339,"Black",38.90736,-76.95229
1136,1090,"Black",38.88543,-76.98356
1424,1194,"Black",38.8574,-76.97051
344,928,"Black",38.962537848473,-77.0038464737852
1417,1096,"Black",38.85806,-76.98277
1261,794,"Black",38.87326,-77.02055
1498,1128,"Black",38.85022,-76.9787
1384,973,"Black",38.8613,-76.99816
1021,1622,"Black",38.89667,-76.91693
453,860,"Black",38.95186,-77.01232
1096,1314,"Black",38.88931,-76.9554
1164,1547,"Black",38.88272,-76.9263
641,750,"Black",38.9336,-77.02603
827,736,"Black",38.91555,-77.02785
1118,1440,"Black",38.88722,-76.93968
678,920,"Black",38.93004,-77.00473
1316,1160,"Black",38.8679,-76.97478
364,929,"Black",38.96058,-77.00367
697,1098,"Black",38.9281645829824,-76.9824712982337
1701,929,"Black",38.83052,-77.00361
682,796,"Black",38.92965,-77.02031
828,854,"Black",38.91544,-77.01305
1095,1556,"Black",38.88939,-76.92511
1691,935,"Black",38.83148,-77.00291
1521,920,"Black",38.84798,-77.00483
415,779,"Black",38.95561,-77.02249
612,1110,"Black",38.93638,-76.98104
1505,1151,"Black",38.84952,-76.97584
379,284,"Black",38.9591,-77.0844
1524,953,"Black",38.84767,-77.00068
1070,1361,"Black",38.8919,-76.9496
1695,1034,"Black",38.83103,-76.99047
1389,958,"Black",38.86087,-77.00001
1636,915,"Black",38.8368,-77.00542
1768,898,"Black",38.82397,-77.00751
394,835,"Black",38.9576,-77.01546
531,1054,"Black",38.94429,-76.98806
1156,1375,"Black",38.88345,-76.94788
484,812,"Black",38.9489,-77.01829
827,467,"Black",38.91552,-77.0615
693,1025,"Black",38.92852,-76.99159
493,771,"Black",38.94796,-77.02351
1395,1174,"Black",38.86025,-76.97304
823,821,"Black",38.9158643453294,-77.0171813740591
1412,1304,"Black",38.8586,-76.95666
78,652,"Black",38.98836,-77.03837
989,1471,"Black",38.8997,-76.93575
1364,1303,"Black",38.86329,-76.95685
1639,1000,"Black",38.8364630609211,-76.9947242455901
1356,1069,"Black",38.86406,-76.9861
1674,1057,"Black",38.83312,-76.98759
1348,1378,"Black",38.8648252610685,-76.9474344508756
585,789,"Black",38.93902,-77.02114
734,530,"Black",38.9246,-77.05366
1180,1138,"Black",38.88114,-76.9775
1419,969,"Black",38.85791,-76.9986
1337,1152,"Black",38.86593,-76.97573
1296,1097,"Black",38.86985,-76.98266
1562,951,"Black",38.8439563129495,-77.0008554804528
708,1268,"Black",38.92709,-76.96126
1245,821,"Black",38.87485,-77.01714
1330,1377,"Black",38.86656,-76.94755
536,932,"Black",38.94382,-77.00328
775,1047,"Black",38.92056,-76.98895
1487,1158,"Black",38.85129,-76.97502
813,777,"Black",38.91689,-77.02265
1021,1092,"Black",38.8965862691499,-76.9832811749359
1206,1245,"Black",38.8786349402196,-76.9641190119034
1693,987,"Black",38.8313,-76.99638
1282,844,"Black",38.87126,-77.01428
1291,1188,"Black",38.87034,-76.97121
1097,1460,"Black",38.88924,-76.93712
1872,810,"Black",38.81384,-77.01862
1373,1084,"Black",38.86239,-76.98425
752,1259,"Black",38.92281,-76.96228
1722,922,"Black",38.8284,-77.0046
752,1118,"Black",38.92277,-76.98001
1289,1184,"Black",38.87057,-76.97175
751,903,"Black",38.92286,-77.00691
823,914,"Black",38.91588,-77.00551
1407,1164,"Black",38.85905,-76.97428
933,1408,"Black",38.90516,-76.94365
747,1344,"Black",38.92325,-76.95166
1492,1159,"Black",38.85078,-76.97489
746,1148,"Black",38.92334,-76.97621
1315,1219,"Black",38.86803,-76.96736
1015,867,"Black",38.89717,-77.01149
1303,1295,"Black",38.86921,-76.9579
1136,1158,"Black",38.88541,-76.97504
636,766,"Black",38.93405,-77.02408
228,511,"Black",38.97378,-77.05597
852,1150,"Black",38.91308,-76.97601
437,1043,"Black",38.95349,-76.98943
932,1038,"Black",38.90532,-76.99005
841,1185,"Black",38.91413,-76.97156
1048,1657,"Black",38.89399,-76.91255
1037,1366,"Black",38.89509,-76.94893
1270,1221,"Black",38.87243,-76.96711
1646,1051,"Black",38.83581,-76.98841
324,743,"Black",38.9644702989292,-77.0269439931227
928,1516,"Black",38.90563,-76.93013
844,1424,"Black",38.91382,-76.94165
1311,1075,"Black",38.8684,-76.98544
1024,1147,"Black",38.89634,-76.97638
670,769,"Black",38.93083,-77.0237
476,773,"Black",38.94965,-77.0232
1745,990,"Black",38.8261831030678,-76.9960037129657
208,743,"Black",38.97568,-77.02696
1403,1011,"Black",38.85951,-76.99336
771,1280,"Black",38.92097,-76.95972
966,1369,"Black",38.9020197009656,-76.9486071350197
946,1078,"Black",38.90397,-76.98496
1102,1331,"Black",38.88874,-76.95331
654,770,"Black",38.93229,-77.02357
1286,1124,"Black",38.8708,-76.97926
781,1076,"Black",38.91994,-76.98523
439,789,"Black",38.95324,-77.02124
1334,1213,"Black",38.86616,-76.96813
1893,840,"Black",38.81174,-77.01476
567,601,"Black",38.94076,-77.0447
1521,1166,"Black",38.8480123980242,-76.9739671264696
734,602,"Black",38.92458,-77.04463
1066,1567,"Black",38.8922567920459,-76.9237644613036
823,1176,"Black",38.91593,-76.97276
1718,941,"Black",38.82882,-77.00216
1648,892,"Black",38.83563,-77.00828
769,934,"Black",38.9211616394295,-77.003062513359
1386,1056,"Black",38.86115,-76.98773
976,1348,"Black",38.9010156407836,-76.9512602861683
1490,1121,"Black",38.85098,-76.97959
1152,1517,"Black",38.88388,-76.93001
942,1020,"Black",38.90432,-76.99225
1247,1277,"Black",38.87466,-76.96013
1150,1470,"Black",38.88405,-76.93591
411,972,"Black",38.95601,-76.99834
997,1456,"Black",38.899,-76.93764
1182,1139,"Black",38.88099,-76.9774
1661,971,"Black",38.83434,-76.99839
1132,1298,"Black",38.88581,-76.95744
551,843,"Black",38.94235,-77.01449
749,964,"Black",38.9231,-76.99935
1276,1256,"Black",38.87185,-76.96275
1535,1104,"Black",38.84662,-76.98172
1175,1543,"Black",38.88166,-76.92678
1643,1009,"Black",38.83608,-76.99361
1543,1051,"Black",38.84584,-76.98845
792,889,"Black",38.91889,-77.00863
1227,1510,"Black",38.87658,-76.93088
1030,1328,"Black",38.89577,-76.95372
921,1533,"Black",38.90636,-76.92797
964,1505,"Black",38.90213,-76.93154
392,893,"Black",38.9578,-77.0082
370,970,"Black",38.95999,-76.99857
1224,1464,"Black",38.87684,-76.93668
1089,1424,"Black",38.89001,-76.94174
1246,1488,"Black",38.87478,-76.93364
764,857,"Black",38.92162,-77.01271
721,1164,"Black",38.9258,-76.9742
1304,1153,"Black",38.86906,-76.9756
1100,1203,"Black",38.88894,-76.96938
1278,1459,"Black",38.87164,-76.93734
945,1131,"Black",38.90403,-76.97841
1437,1024,"Black",38.8562,-76.9918
1465,1125,"Black",38.85339,-76.97913
1668,1012,"Black",38.83372,-76.99323
606,1103,"Black",38.93702,-76.98184
1657,907,"Black",38.83475,-77.00639
741,678,"Black",38.92383,-77.03515
969,1379,"Black",38.90168,-76.9473
1442,1226,"Black",38.85565,-76.96651
449,834,"Black",38.95231,-77.01556
1051,1523,"Black",38.89371,-76.92924
821,1204,"Black",38.91604,-76.96929
594,1101,"Black",38.93819,-76.98212
1429,1168,"Black",38.85696,-76.97373
1723,926,"Black",38.8283177781975,-77.0039841725084
1141,1516,"Black",38.88494,-76.93012
1203,1517,"Black",38.87892,-76.93004
739,1069,"Black",38.9241077689227,-76.9861487451927
925,1477,"Black",38.906,-76.9351
553,1063,"Black",38.94217,-76.98688
995,1085,"Black",38.89912,-76.98419
1337,1170,"Black",38.86589,-76.97345
307,461,"Black",38.96612,-77.06222
608,1150,"Black",38.93678,-76.97593
1318,1420,"Black",38.8677624432269,-76.9421587634945
1558,952,"Black",38.84441,-77.00076
621,499,"Black",38.93552,-77.05755
996,1090,"Black",38.89902,-76.98349
1115,1108,"Black",38.88747,-76.98127
931,1154,"Black",38.9054,-76.97546
435,1015,"Black",38.95364,-76.99295
913,1070,"Black",38.90709,-76.98602
716,727,"Black",38.92628,-77.02898
1092,1319,"Black",38.8897365757124,-76.9548110690768
177,721,"Black",38.97874,-77.02976
1576,1039,"Black",38.8426,-76.98993
441,732,"Black",38.95308,-77.02829
660,786,"Black",38.93178,-77.02156
1363,1363,"Black",38.86339,-76.94929
989,699,"Black",38.8997,-77.03241
789,1085,"Black",38.91917,-76.98412
1639,903,"Black",38.83646,-77.00693
1123,1311,"Black",38.88675,-76.95578
1042,1425,"Black",38.89456,-76.94156
1675,1029,"Black",38.83304,-76.99117
1403,1333,"Black",38.85949,-76.95303
1372,1233,"Black",38.86253,-76.96563
1661,1023,"Black",38.83432,-76.99192
960,954,"Black",38.90259,-77.00051
490,822,"Black",38.94833,-77.01712
1476,1155,"Black",38.85241,-76.9754
908,1520,"Black",38.90759,-76.92969
786,1093,"Black",38.91949,-76.98316
493,781,"Black",38.94796,-77.02214
1671,982,"Black",38.83338,-76.99701
705,781,"Black",38.92741,-77.02219
1431,1118,"Black",38.85677,-76.98004
751,1083,"Black",38.9229201213356,-76.9843814767262
366,858,"Black",38.96037,-77.01258
1903,782,"Black",38.81085,-77.02203
458,853,"Black",38.95137,-77.01312
883,1056,"Black",38.91004,-76.98771
930,1144,"Black",38.90547,-76.97677
1036,1317,"Black",38.89521,-76.95509
730,776,"Black",38.92491,-77.02288
1761,965,"Black",38.82461,-76.99916
1182,1519,"Black",38.88097,-76.92982
301,753,"Black",38.96668,-77.02575
833,677,"Black",38.91487,-77.03519
1469,1126,"Black",38.85301,-76.97905
1013,1085,"Black",38.89744,-76.98413
1459,1223,"Black",38.854043909934,-76.9668921186307
1198,1055,"Black",38.87936,-76.98784
1150,1356,"Black",38.88408,-76.95014
1060,1587,"Black",38.89283,-76.92126
1539,1103,"Black",38.84628,-76.98193
762,1081,"Black",38.92187,-76.98465
631,1216,"Black",38.93454,-76.96776
532,792,"Black",38.94417,-77.02078
349,788,"Black",38.9620366056615,-77.0213509292476
1356,1328,"Black",38.86402,-76.95372
1410,957,"Black",38.85875,-77.00016
988,1091,"Black",38.89981,-76.98332
858,840,"Black",38.91245,-77.01477
1114,1552,"Black",38.8876,-76.92564
547,817,"Black",38.94276,-77.01767
922,1111,"Black",38.9063,-76.98086
1183,1256,"Black",38.88089,-76.96266
1424,1037,"Black",38.85742,-76.9901
1499,1139,"Black",38.85011,-76.97742
1281,1126,"Black",38.87134,-76.97904
784,766,"Black",38.91968,-77.02411
1717,1006,"Black",38.8289364597741,-76.9940174331919
952,1427,"Black",38.903299514262,-76.9412505681402
1363,1369,"Black",38.86331,-76.94861
1536,1107,"Black",38.84652,-76.98132
1536,1168,"Black",38.84653,-76.97375
1212,1486,"Black",38.87802,-76.93387
727,1224,"Black",38.92525,-76.96678
946,1367,"Black",38.90395,-76.94877
1268,862,"Black",38.87262,-77.01209
1423,1061,"Black",38.85751,-76.98716
704,968,"Black",38.92743,-76.99877
505,895,"Black",38.94681,-77.00795
1364,1291,"Black",38.86329,-76.95834
1662,921,"Black",38.83428,-77.00464
972,1129,"Black",38.90135,-76.97858
1091,1456,"Black",38.88978,-76.93771
821,595,"Black",38.91604,-77.04545
1362,1115,"Black",38.86341,-76.98031
1118,1197,"Black",38.8871946765053,-76.9700728188918
969,1511,"Black",38.90174,-76.93078
785,1094,"Black",38.91958,-76.98301
1005,1105,"Black",38.8982,-76.98165
855,1056,"Black",38.9127513193507,-76.9878007329101
763,1138,"Black",38.92171,-76.97755
1160,1542,"Black",38.88308,-76.92686
540,894,"Black",38.94341,-77.00808
543,959,"Black",38.94318,-76.99995
1063,1383,"Black",38.89257,-76.94683
796,852,"Black",38.91848,-77.01331
1010,1474,"Black",38.8977,-76.93538
1143,1171,"Black",38.88477,-76.97339
1250,1172,"Black",38.8744,-76.97318
363,972,"Black",38.96065,-76.99827
703,865,"Black",38.9275807021662,-77.0116327231666
1372,994,"Black",38.86244,-76.9955
1718,842,"Black",38.82886,-77.01461
521,912,"Black",38.94532,-77.00581
1149,1264,"Black",38.88413,-76.96177
386,852,"Black",38.9584,-77.01328
1404,1175,"Black",38.85938,-76.97288
1418,967,"Black",38.85801,-76.99889
1481,1192,"Black",38.85188,-76.97075
1526,1117,"Black",38.84752,-76.98013
1053,1121,"Black",38.8935338769588,-76.9795727567904
1122,1541,"Black",38.8868,-76.92697
961,1463,"Black",38.90249,-76.93682
1354,1070,"Black",38.86425,-76.98598
1519,1109,"Black",38.84821,-76.98113
835,765,"Black",38.91469,-77.02422
1183,1464,"Black",38.8808395012596,-76.9366233449988
1727,998,"Black",38.82796,-76.99502
1725,1005,"Black",38.8281,-76.99418
1691,1036,"Black",38.8314,-76.99021
940,1353,"Black",38.90451,-76.95054
1575,1059,"Black",38.84274,-76.98735
550,820,"Black",38.94244,-77.01734
1664,1012,"Black",38.83406,-76.99334
1344,1393,"Black",38.86521,-76.94554
1068,1352,"Black",38.89204,-76.9507
1027,1632,"Black",38.89607,-76.91563
676,1041,"Black",38.93023,-76.98964
1045,1538,"Black",38.89431,-76.92735
1653,889,"Black",38.8351,-77.00873
291,752,"Black",38.96768,-77.02587
850,933,"Black",38.91326,-77.00317
1123,1323,"Black",38.88675,-76.9543
362,795,"Black",38.9607211480057,-77.0203951436065
726,762,"Black",38.92531,-77.02458
858,1446,"Black",38.9125,-76.93897
503,1102,"Black",38.94704,-76.98198
1149,1325,"Black",38.88416,-76.95406
1425,1115,"Black",38.8573,-76.98035
761,1274,"Black",38.9219,-76.96043
1020,1436,"Black",38.8967,-76.94014
719,975,"Black",38.92599,-76.99794
1565,1063,"Black",38.84366,-76.98685
923,1396,"Black",38.90615,-76.94519
1049,1098,"Black",38.89386,-76.98253
998,1082,"Black",38.89889,-76.98447
1734,958,"Black",38.8273,-77.00003
544,849,"Black",38.94302,-77.01374
1746,860,"Black",38.82608,-77.01233
1317,1072,"Black",38.86785,-76.98577
924,1081,"Black",38.9061014631035,-76.984596023593
970,1017,"Black",38.90159,-76.99266
1173,1146,"Black",38.88183,-76.97644
1184,1421,"Black",38.88073,-76.94211
830,902,"Black",38.9152,-77.00699
305,768,"Black",38.96631,-77.02381
1293,1128,"Black",38.87014,-76.97877
1904,791,"Black",38.81075,-77.02091
1309,1418,"Black",38.86861,-76.9424
1097,1321,"Black",38.88925,-76.95452
1887,831,"Black",38.81233,-77.01592
1001,1604,"Black",38.8986171414015,-76.9191513880711
908,335,"Black",38.90762,-77.0781
695,896,"Black",38.9283,-77.00786
751,1026,"Black",38.9229,-76.99149
1540,1135,"Black",38.8461031232021,-76.9778919734044
363,774,"Black",38.96067,-77.02308
598,1052,"Black",38.93777,-76.98821
911,706,"Black",38.90733,-77.03161
1684,905,"Black",38.83211,-77.00666
1402,1167,"Black",38.85954,-76.9738
1013,1075,"Black",38.89737,-76.98534
253,685,"Black",38.97137,-77.03418
295,752,"Black",38.96728,-77.02585
353,299,"Black",38.96165,-77.0826
1011,1526,"Black",38.8975573966876,-76.9289355448757
1080,1265,"Black",38.89088,-76.96157
114,647,"Black",38.98483,-77.03896
898,775,"Black",38.90864,-77.02292
553,1102,"Black",38.94217,-76.98199
1000,1115,"Black",38.89871,-76.9804
168,678,"Black",38.979598381408,-77.0351504657183
1265,1253,"Black",38.87286,-76.96303
1411,982,"Black",38.85864,-76.99707
536,833,"Black",38.94385,-77.01564
1224,789,"Black",38.8768951485772,-77.0211834972464
349,297,"Black",38.96197,-77.0828
1307,1374,"Black",38.86882,-76.94797
931,1357,"Black",38.90537,-76.95011
274,698,"Black",38.96935,-77.03265
540,806,"Black",38.94347,-77.01901
208,743,"Black",38.9757,-77.0269
804,689,"Black",38.9177,-77.03371
1056,1280,"Black",38.89325,-76.95974
573,778,"Black",38.94018,-77.02256
722,845,"Black",38.92569,-77.01414
489,990,"Black",38.94834,-76.99607
261,733,"Black",38.97061,-77.02826
1147,1533,"Black",38.88435,-76.92809
1724,962,"Black",38.82827,-76.99958
1553,965,"Black",38.84487,-76.99913
985,1124,"Black",38.90012,-76.97929
521,969,"Black",38.9452965798838,-76.9986278033674
1545,1181,"Black",38.8456,-76.97205
1278,1142,"Black",38.87164,-76.97702
385,990,"Black",38.95851,-76.99608
1413,981,"Black",38.85847,-76.99719
1682,1000,"Black",38.83232,-76.99475
710,1267,"Black",38.9268868544239,-76.9613024220318
542,636,"Black",38.94322,-77.04039
1059,1518,"Black",38.8929,-76.92997
556,1017,"Black",38.94189,-76.99262
510,797,"Black",38.94638,-77.02023
1193,1519,"Black",38.87989,-76.92973
777,1080,"Black",38.92036,-76.9848
1110,1601,"Black",38.88801,-76.91948
1782,905,"Black",38.82259,-77.00663
1321,1189,"Black",38.86745,-76.97114
1277,1142,"Black",38.87168,-76.97702
1602,1003,"Black",38.84007,-76.99442
1394,1211,"Black",38.86031,-76.96835
1454,1162,"Black",38.85451,-76.9745
322,668,"Black",38.9646573824585,-77.0364002671693
247,679,"Black",38.97194,-77.03502
1031,1093,"Black",38.89563,-76.98312
368,969,"Black",38.9601417487987,-76.998634677445
782,767,"Black",38.9198519822382,-77.0239937739838
380,382,"Black",38.95904,-77.07219
1003,1095,"Black",38.89839,-76.98294
1390,1182,"Black",38.86075,-76.97199
503,737,"Black",38.94704,-77.02777
997,1530,"Black",38.89893,-76.92846
1096,1124,"Black",38.88936,-76.97921
1068,1364,"Black",38.89202,-76.9492
964,1524,"Black",38.90216,-76.92921
1341,1352,"Black",38.86552,-76.95075
1082,1542,"Black",38.89072,-76.92691
423,835,"Black",38.95485,-77.01541
909,1470,"Black",38.90753,-76.93587
1760,893,"Black",38.82478,-77.00818
1328,1353,"Black",38.86674,-76.95055
664,1135,"Black",38.93137,-76.9779
619,1183,"Black",38.93571,-76.97181
342,716,"Black",38.9626826077214,-77.0302852565968
522,911,"Black",38.94514,-77.0059
408,711,"Black",38.95627,-77.03098
717,704,"Black",38.92618,-77.03178
1569,1013,"Black",38.84335,-76.99309
389,723,"Black",38.95815,-77.02947
308,703,"Black",38.96603,-77.03196
1393,1064,"Black",38.86041,-76.9867
602,208,"Black",38.93739,-77.09397
1090,1313,"Black",38.88994,-76.95555
1412,1229,"Black",38.85863,-76.96607
1599,990,"Black",38.8404,-76.99606
867,829,"Black",38.91166,-77.01614
690,1030,"Black",38.92879,-76.99104
693,1125,"Black",38.92859,-76.97917
1080,1544,"Black",38.89087,-76.92669
1233,853,"Black",38.876,-77.01318
519,711,"Black",38.9454418642989,-77.0309904411901
1185,1464,"Black",38.88069,-76.93662
424,786,"Black",38.95473,-77.02158
1200,1473,"Black",38.87923,-76.93558
347,719,"Black",38.96223,-77.02999
31,638,"Black",38.99296,-77.04005
834,899,"Black",38.91485,-77.00748
1373,994,"Black",38.86237,-76.99557
1210,1477,"Black",38.87821,-76.93504
1890,839,"Black",38.81207,-77.01492
1022,1437,"Black",38.89658,-76.94002
635,790,"Black",38.93414,-77.02113
726,990,"Black",38.92537,-76.99608
40,605,"Black",38.9921,-77.04424
541,978,"Black",38.9433559772056,-76.9975151748892
1048,1653,"Black",38.89401,-76.913
1121,1464,"Black",38.88694,-76.93665
1110,1535,"Black",38.88793,-76.92776
369,943,"Black",38.96007,-77.00188
957,1471,"Black",38.9029,-76.93575
834,886,"Black",38.9148,-77.00908
376,926,"Black",38.95936,-77.00406
1654,1067,"Black",38.83503,-76.9864
166,774,"Black",38.97985,-77.02312
1328,1186,"Black",38.86677,-76.97145
741,704,"Black",38.92392,-77.03184
530,710,"Black",38.94439,-77.03107
1384,1203,"Black",38.86135,-76.96936
1483,1143,"Black",38.85166,-76.97682
1205,1131,"Black",38.87877,-76.97834
950,943,"Black",38.90354,-77.0019
992,1416,"Black",38.89942,-76.94266
1196,1020,"Black",38.87964,-76.99226
971,1512,"Black",38.90145,-76.93072
1260,862,"Black",38.87337,-77.012
1561,951,"Black",38.84406,-77.00089
833,943,"Black",38.91489,-77.00189
915,1336,"Black",38.90697,-76.95268
674,1046,"Black",38.9303789671283,-76.9890528101524
723,317,"Black",38.9255994930894,-77.0802726395474
1477,1224,"Black",38.85228,-76.96671
543,850,"Black",38.94312,-77.01352
1582,927,"Black",38.84203,-77.00395
758,1292,"Black",38.92224,-76.9582
999,1157,"Black",38.89877,-76.97515
649,1045,"Black",38.93279,-76.98916
1607,965,"Black",38.83965,-76.9992
1003,1165,"Black",38.89834,-76.97411
978,1507,"Black",38.90076,-76.93125
1481,1200,"Black",38.85189,-76.96967
1401,1286,"Black",38.85962,-76.95893
1526,1160,"Black",38.84749,-76.97476
1288,1155,"Black",38.87064,-76.97536
1478,1222,"Black",38.85219,-76.96698
1505,995,"Black",38.84951,-76.99535
1177,862,"Black",38.88142,-77.0121
1080,1315,"Black",38.8909,-76.95539
1343,1123,"Black",38.86529,-76.97934
1772,903,"Black",38.82356,-77.00697
1308,1108,"Black",38.86875,-76.98121
1156,1162,"Black",38.88352,-76.97454
1579,945,"Black",38.84232,-77.00162
329,772,"Black",38.964,-77.02328
1237,845,"Black",38.87565,-77.01424
784,913,"Black",38.91967,-77.00571
1392,1182,"Black",38.86056,-76.97204
1131,1289,"Black",38.88591,-76.95862
1726,986,"Black",38.82806,-76.99654
1389,1076,"Black",38.86083,-76.98526
613,369,"Black",38.93633,-77.07383
1412,1025,"Black",38.8586,-76.99169
1147,1563,"Black",38.88439,-76.92426
1358,1320,"Black",38.86386,-76.95469
1334,1179,"Black",38.86618,-76.97241
1155,1550,"Black",38.88363,-76.92593
717,1212,"Black",38.92626,-76.96818
1211,1488,"Black",38.87811,-76.93363
1536,954,"Black",38.8465,-77.00051
857,864,"Black",38.91258,-77.01181
1542,933,"Black",38.8459,-77.00319
1611,952,"Black",38.8392,-77.00083
611,1111,"Black",38.93654,-76.98089
911,1500,"Black",38.90735,-76.93215
824,880,"Black",38.91577,-77.00986
480,1009,"Black",38.94924,-76.99366
1423,1044,"Black",38.85748,-76.98927
593,697,"Black",38.9383142764545,-77.0327521217276
290,686,"Black",38.96778,-77.0341
329,691,"Black",38.96397,-77.0335
1463,1067,"Black",38.8536051868892,-76.9864213953008
927,1087,"Black",38.90575,-76.98394
1378,1033,"Black",38.86193,-76.9907
663,785,"Black",38.93149,-77.0217
256,749,"Black",38.97108,-77.02626
468,1079,"Black",38.95046,-76.98485
1020,1618,"Black",38.89668,-76.9174
