"yPos","xPos","race","lat","lon"
1264,1343,"Black",38.87299,-76.9518
487,768,"Black",38.94854,-77.0238
1086,1375,"Black",38.89028,-76.94787
1131,1117,"Black",38.8859169864259,-76.9801470847961
1489,1184,"Black",38.85112,-76.97176
756,1132,"Black",38.92238,-76.9782
1188,1429,"Black",38.88041,-76.94108
701,1278,"Black",38.9277662794332,-76.9599532208089
1121,1551,"Black",38.88688,-76.92578
1138,1466,"Black",38.88527,-76.93637
1086,1476,"Black",38.89032,-76.93517
641,1201,"Black",38.93362,-76.96966
774,917,"Black",38.92064,-77.00517
1777,883,"Black",38.82305,-77.00941
941,1079,"Black",38.90446,-76.98494
543,1139,"Black",38.94312,-76.97737
1190,901,"Black",38.88017,-77.00716
1183,1407,"Black",38.88085,-76.94376
991,1407,"Black",38.89955,-76.94377
743,926,"Black",38.9237,-77.00404
1700,962,"Black",38.83061,-76.99956
824,884,"Black",38.91576,-77.0093
1395,1049,"Black",38.8602,-76.9886
1070,1399,"Black",38.89191,-76.94487
968,1151,"Black",38.90179,-76.97583
1555,982,"Black",38.84471,-76.99702
589,744,"Black",38.93865,-77.02687
531,847,"Black",38.94426,-77.01389
635,1127,"Black",38.93423,-76.9789
562,745,"Black",38.94129,-77.02673
992,1413,"Black",38.8995,-76.94309
1248,861,"Black",38.87456,-77.01216
1095,1627,"Black",38.8894633608236,-76.9162055388164
719,675,"Black",38.92604,-77.03545
399,985,"Black",38.95712,-76.99661
315,683,"Black",38.9653158272933,-77.0344869689591
1329,1159,"Black",38.86669,-76.97488
1820,884,"Black",38.81887,-77.00932
1455,1078,"Black",38.8543989515241,-76.9849653890542
325,713,"Black",38.96433,-77.03076
388,702,"Black",38.95823,-77.03211
1288,1391,"Black",38.87062,-76.94586
527,833,"Black",38.94471,-77.01565
554,625,"Black",38.9421,-77.04177
1685,942,"Black",38.83203,-77.00203
876,1445,"Black",38.91071,-76.93899
413,870,"Black",38.95581,-77.01105
497,959,"Black",38.9476,-76.99985
786,906,"Black",38.91951,-77.00656
461,841,"Black",38.95109,-77.01472
455,888,"Black",38.9517,-77.00879
1206,782,"Black",38.87865,-77.02213
366,709,"Black",38.96034,-77.03125
447,776,"Black",38.95248,-77.02281
1760,893,"Black",38.82469,-77.00819
498,762,"Black",38.94756,-77.02453
1808,881,"Black",38.82006,-77.0097
395,721,"Black",38.95755,-77.02967
1136,1517,"Black",38.88543,-76.93006
796,864,"Black",38.9185,-77.01185
1675,1045,"Black",38.8329918671421,-76.9892020331059
1430,1016,"Black",38.8568,-76.99282
504,893,"Black",38.94692,-77.00819
942,1040,"Black",38.90436,-76.98972
706,810,"Black",38.92728,-77.01861
676,920,"Black",38.93016,-77.00475
85,640,"Black",38.9877,-77.03983
742,687,"Black",38.92378,-77.03392
1916,810,"Black",38.80951,-77.01853
924,1341,"Black",38.90608,-76.95208
1319,1362,"Black",38.86764,-76.94944
1027,1488,"Black",38.89601,-76.93362
1668,957,"Black",38.83365,-77.00022
1193,1393,"Black",38.87993,-76.94551
366,950,"Black",38.96036,-77.00099
1605,945,"Black",38.8397957631279,-77.0016115202361
829,892,"Black",38.91534,-77.00829
1357,1158,"Black",38.86393,-76.97497
939,1122,"Black",38.90457,-76.97944
1321,1193,"Black",38.8674155706559,-76.9705587058314
1687,1012,"Black",38.83184,-76.99324
411,822,"Black",38.95599,-77.01704
1731,971,"Black",38.82759,-76.99835
643,746,"Black",38.93337,-77.02656
926,1081,"Black",38.90585,-76.98469
1389,1182,"Black",38.86085,-76.97205
1395,1336,"Black",38.86021,-76.95272
1404,952,"Black",38.85941,-77.00079
1012,1618,"Black",38.89746,-76.91742
1196,1415,"Black",38.87961,-76.94287
822,939,"Black",38.91597,-77.00242
1161,1282,"Black",38.88299,-76.95946
675,1125,"Black",38.9303284119442,-76.9790656959575
1127,1275,"Black",38.88636,-76.9603
1169,1475,"Black",38.88224,-76.93529
1156,1427,"Black",38.88351,-76.9413
1540,1128,"Black",38.84612,-76.97877
1119,1333,"Black",38.88711,-76.95304
82,701,"Black",38.98794,-77.03225
506,941,"Black",38.94676,-77.00212
1195,1534,"Black",38.87973,-76.92787
1124,1584,"Black",38.88663,-76.92162
613,707,"Black",38.9363113918225,-77.0315194331015
1241,1465,"Black",38.87527,-76.9365
1384,1218,"Black",38.86131,-76.96746
1786,891,"Black",38.82223,-77.00845
914,1056,"Black",38.90708,-76.9878
1269,856,"Black",38.87251,-77.01281
330,799,"Black",38.96389,-77.01992
986,1151,"Black",38.90004,-76.97591
1065,1266,"Black",38.89232,-76.96151
923,1132,"Black",38.90615,-76.97828
1603,974,"Black",38.83999,-76.99808
701,1098,"Black",38.92774,-76.98246
843,1421,"Black",38.91392,-76.94201
1393,1064,"Black",38.86041,-76.98673
1258,834,"Black",38.87359,-77.0155
1648,988,"Black",38.83567,-76.99624
1458,1181,"Black",38.85413,-76.97216
922,844,"Black",38.90624,-77.01428
1705,933,"Black",38.83012,-77.00321
402,457,"Black",38.95681,-77.06277
479,1011,"Black",38.94936,-76.99343
870,732,"Black",38.9113228768909,-77.0283524434343
705,695,"Black",38.92737,-77.03297
783,945,"Black",38.9198,-77.00166
1650,1002,"Black",38.83544,-76.99451
1042,1450,"Black",38.8945408867154,-76.9383920290357
1271,1222,"Black",38.87234,-76.96698
1102,1443,"Black",38.88877,-76.93934
1151,1301,"Black",38.88395,-76.95708
1787,946,"Black",38.8221,-77.00156
1076,1425,"Black",38.89129,-76.94158
981,1158,"Black",38.90052,-76.97505
1718,903,"Black",38.82886,-77.00692
678,751,"Black",38.92997,-77.02597
323,781,"Black",38.96449,-77.0222
361,742,"Black",38.96084,-77.02714
481,858,"Black",38.94914,-77.01258
1039,1298,"Black",38.89487,-76.95746
1094,1453,"Black",38.8895,-76.93803
697,809,"Black",38.92815,-77.01871
1267,1128,"Black",38.87269,-76.9787
979,1537,"Black",38.90069,-76.92747
1538,1178,"Black",38.84635,-76.97244
1381,1322,"Black",38.86163,-76.95447
1167,1413,"Black",38.88241,-76.94303
992,1417,"Black",38.89942,-76.94253
910,1112,"Black",38.90739,-76.98073
1159,1260,"Black",38.88318,-76.96218
409,967,"Black",38.95619,-76.99888
1114,1514,"Black",38.8875826898009,-76.9304610421079
1597,944,"Black",38.84062,-77.00184
1475,1023,"Black",38.85247,-76.99189
926,1533,"Black",38.90585,-76.92804
712,764,"Black",38.9266618481972,-77.024324741538
1327,1089,"Black",38.86689,-76.98364
1584,1080,"Black",38.84188,-76.9848
1607,974,"Black",38.83961,-76.99807
1760,865,"Black",38.82471,-77.01173
329,724,"Black",38.96391,-77.02928
441,772,"Black",38.95309,-77.0233
1269,1137,"Black",38.87247,-76.97767
1717,895,"Black",38.82893,-77.00794
1075,1312,"Black",38.89136,-76.95571
1193,1157,"Black",38.87991,-76.97512
1752,958,"Black",38.82552,-77
1372,1339,"Black",38.86252,-76.95234
1150,1482,"Black",38.88411,-76.93439
863,764,"Black",38.91201,-77.02437
1286,1193,"Black",38.87081,-76.97056
441,839,"Black",38.95309,-77.01488
692,692,"Black",38.9286825947146,-77.0333921013672
1090,1454,"Black",38.8899,-76.93793
414,728,"Black",38.95568,-77.02881
941,1546,"Black",38.90439,-76.92642
694,770,"Black",38.92843,-77.0236
313,684,"Black",38.96553,-77.03438
1080,1420,"Black",38.89089,-76.94223
460,751,"Black",38.95119,-77.026
363,670,"Black",38.96062,-77.03615
338,605,"Black",38.96311,-77.04423
1215,1232,"Black",38.87777,-76.96567
946,1034,"Black",38.90388,-76.99048
452,875,"Black",38.95203,-77.01039
456,740,"Black",38.95158,-77.02738
1540,1183,"Black",38.84615,-76.97184
729,969,"Black",38.9250702190595,-76.998712384319
1421,1297,"Black",38.85774,-76.95754
1358,1166,"Black",38.8638,-76.97397
1299,1341,"Black",38.8696,-76.95207
1476,1104,"Black",38.85231,-76.98174
1036,1419,"Black",38.89517,-76.94232
747,952,"Black",38.9233,-77.00078
1388,1175,"Black",38.8609369931867,-76.9729148239293
482,637,"Black",38.94904,-77.04021
785,920,"Black",38.91954,-77.00478
654,799,"Black",38.93237,-77.01991
955,1373,"Black",38.90307,-76.94809
1194,1151,"Black",38.8798,-76.97589
762,1130,"Black",38.92181,-76.97849
1123,1462,"Black",38.88672,-76.93697
501,999,"Black",38.94721,-76.99484
1468,1044,"Black",38.85316,-76.98932
1228,1250,"Black",38.87647,-76.96352
1604,1001,"Black",38.83992,-76.99459
1087,1416,"Black",38.89022,-76.94271
470,976,"Black",38.95019,-76.99775
926,1478,"Black",38.90584,-76.93494
1410,931,"Black",38.85874,-77.00341
1407,975,"Black",38.85903,-76.99794
1403,1258,"Black",38.85947,-76.96252
1313,1109,"Black",38.86819,-76.98109
1362,1366,"Black",38.86348,-76.94895
1256,1148,"Black",38.87373,-76.97624
384,831,"Black",38.95864,-77.0159
1465,1066,"Black",38.85344,-76.98653
1421,1021,"Black",38.85772,-76.99211
440,806,"Black",38.95313,-77.01907
1748,964,"Black",38.8259,-76.99925
1185,1057,"Black",38.8807165137211,-76.9876005452646
422,811,"Black",38.9549434088247,-77.0184328447285
937,1142,"Black",38.90479,-76.97694
979,1433,"Black",38.90069,-76.9405
912,778,"Black",38.9072,-77.02257
1463,1182,"Black",38.85362,-76.97201
1416,1217,"Black",38.85823,-76.96754
1174,1427,"Black",38.88177,-76.94136
1713,1002,"Black",38.82929,-76.99459
978,1083,"Black",38.90079,-76.98437
1741,898,"Black",38.82657,-77.00754
1214,1517,"Black",38.87786,-76.93
479,669,"Black",38.94938,-77.0362
1208,1503,"Black",38.87844,-76.9318
1034,1418,"Black",38.89537,-76.94247
991,1117,"Black",38.8995080077742,-76.9801372945779
163,762,"Black",38.9801446347833,-77.0245637409285
1308,1157,"Black",38.86866,-76.97516
1097,1582,"Black",38.8892160773722,-76.9218633377457
768,1103,"Black",38.92123,-76.98182
472,774,"Black",38.95005,-77.02308
1621,915,"Black",38.83824,-77.00541
501,759,"Black",38.94721,-77.025
459,816,"Black",38.95129,-77.01784
1692,941,"Black",38.8313398485316,-77.0021417031575
920,856,"Black",38.90645,-77.0128
1024,1436,"Black",38.89637,-76.94024
869,834,"Black",38.91143,-77.01562
84,640,"Black",38.98782,-77.03989
486,1082,"Black",38.94868,-76.98445
1656,973,"Black",38.83486,-76.99819
1592,1033,"Black",38.84111,-76.99061
1449,1166,"Black",38.85501,-76.97393
802,850,"Black",38.917947030817,-77.0135796815745
481,816,"Black",38.9491240843701,-77.0178422982595
1100,1426,"Black",38.88893,-76.94142
865,1072,"Black",38.91184,-76.98572
1191,1156,"Black",38.88005,-76.9753
366,948,"Black",38.96035,-77.00133
1185,1438,"Black",38.88071,-76.93994
866,866,"Black",38.91169,-77.01156
956,1558,"Black",38.90296,-76.92495
629,766,"Black",38.93472,-77.02411
1190,1497,"Black",38.88019,-76.93257
1236,863,"Black",38.87575,-77.01192
469,885,"Black",38.95031,-77.00916
192,671,"Black",38.97727,-77.03597
1009,1450,"Black",38.8978,-76.93845
588,799,"Black",38.93876,-77.01996
1088,1512,"Black",38.89012,-76.93063
450,988,"Black",38.9522,-76.99627
1210,1067,"Black",38.87828,-76.9864
180,746,"Black",38.97842,-77.02658
714,890,"Black",38.92651,-77.00856
926,1444,"Black",38.90585,-76.93914
551,1026,"Black",38.94233,-76.99158
1180,1402,"Black",38.88117,-76.94449
1338,1043,"Black",38.86577,-76.98935
710,1017,"Black",38.92693,-76.99261
946,1550,"Black",38.90396,-76.92586
974,1502,"Black",38.9012,-76.9319
539,914,"Black",38.94353,-77.00549
1195,1406,"Black",38.87974,-76.94393
1716,957,"Black",38.82903,-77.00013
1514,1170,"Black",38.8487,-76.97346
1538,1103,"Black",38.84638,-76.98188
421,762,"Black",38.95502,-77.02459
335,952,"Black",38.96333,-77.00077
1428,1011,"Black",38.85703,-76.9934
786,920,"Black",38.91945,-77.00484
612,751,"Black",38.93644,-77.02592
609,732,"Black",38.93671,-77.02833
1535,1174,"Black",38.84661,-76.97302
1594,940,"Black",38.8409,-77.00225
1757,957,"Black",38.825,-77.0002
1401,1062,"Black",38.8597,-76.98704
796,853,"Black",38.91855,-77.01314
1139,1407,"Black",38.88516,-76.94386
746,943,"Black",38.92341,-77.00195
1258,832,"Black",38.87359,-77.01585
942,971,"Black",38.90434,-76.99845
498,882,"Black",38.94751,-77.00961
395,802,"Black",38.95749,-77.0196
198,776,"Black",38.97673,-77.02285
1155,1532,"Black",38.88355,-76.92821
985,1156,"Black",38.90008,-76.97528
1183,1464,"Black",38.88088,-76.93667
650,778,"Black",38.9326786844712,-77.02261417446
1025,1154,"Black",38.89627,-76.97549
923,1537,"Black",38.90612,-76.92749
974,1563,"Black",38.90125,-76.92429
819,836,"Black",38.91628,-77.01533
954,1474,"Black",38.90314,-76.93537
1103,1499,"Black",38.88861,-76.93232
935,1129,"Black",38.90503,-76.97862
665,1006,"Black",38.9312224345497,-76.994042232979
1522,909,"Black",38.84789,-77.00622
919,1341,"Black",38.90655,-76.95207
1140,1310,"Black",38.88507,-76.95595
751,880,"Black",38.92291,-77.00978
861,1069,"Black",38.9122,-76.98608
1293,1145,"Black",38.87014,-76.97658
957,1104,"Black",38.90281,-76.98171
674,1128,"Black",38.9303656389018,-76.9786855385421
1742,962,"Black",38.82648,-76.99951
1326,1356,"Black",38.86693,-76.95026
379,924,"Black",38.95905,-77.00433
755,1002,"Black",38.92251,-76.99456
1155,1342,"Black",38.88357,-76.95195
727,1265,"Black",38.9252627274103,-76.9616399834823
1012,1619,"Black",38.89754,-76.91732
1398,944,"Black",38.85995,-77.00179
1120,1330,"Black",38.887,-76.95348
1160,1265,"Black",38.88309,-76.96159
925,783,"Black",38.90597,-77.02192
854,923,"Black",38.91287,-77.00446
868,783,"Black",38.9115,-77.02195
237,743,"Black",38.9729,-77.02695
1194,1152,"Black",38.87982,-76.97578
1520,1173,"Black",38.84804,-76.97315
1131,1517,"Black",38.88596,-76.93006
723,880,"Black",38.92562,-77.00978
954,1482,"Black",38.90313,-76.93439
340,697,"Black",38.96289,-77.03267
1210,1517,"Black",38.87819,-76.93003
384,699,"Black",38.95856,-77.03252
1196,1043,"Black",38.87964,-76.98941
657,1160,"Black",38.93204,-76.97472
1789,907,"Black",38.82192,-77.00646
1109,1534,"Black",38.8880398142888,-76.9279163371265
1384,1167,"Black",38.86132,-76.97388
777,753,"Black",38.92033,-77.02577
1366,1062,"Black",38.86305,-76.98699
1686,1012,"Black",38.83195,-76.99334
1536,1085,"Black",38.84653,-76.98413
694,1264,"Black",38.92849,-76.96174
1296,1093,"Black",38.86983,-76.98312
1408,978,"Black",38.85895,-76.99758
1089,1634,"Black",38.88999,-76.91537
687,929,"Black",38.92913,-77.0037
1157,1077,"Black",38.88339,-76.98511
959,1077,"Black",38.9026180677847,-76.9851499193476
694,707,"Black",38.92846,-77.03146
673,1099,"Black",38.9304531081174,-76.9824042432947
1296,1180,"Black",38.86988,-76.97227
530,710,"Black",38.94443,-77.03111
1014,1145,"Black",38.89729,-76.9766
409,715,"Black",38.95621,-77.03047
1205,964,"Black",38.8786995869583,-76.9992850892806
549,773,"Black",38.94257,-77.02315
1565,1062,"Black",38.8436703773189,-76.987015660691
996,1509,"Black",38.89911,-76.93104
696,1275,"Black",38.92824,-76.96028
920,861,"Black",38.90648,-77.01218
1118,1295,"Black",38.88722,-76.95779
899,1500,"Black",38.90849,-76.93212
647,777,"Black",38.93301,-77.0227
1490,1114,"Black",38.85099,-76.98047
1142,1062,"Black",38.88481,-76.98698
721,779,"Black",38.92583,-77.0224
